CUSTOMER_ID,LOYALTY_SEGMENT,CHEFS_TABLE,AGE, INCOME ,GENDER,ZIP_CODE,DMA,GEOGRAPHY,ACQUIRED_DATE,12 Mo. DELIVERY_FEE_PAID,12 Mo. DELIVERYPASS_USED,12 Mo. DISCOUNT_AMOUNT,12 Mo. Orders,12 Mo. ORDERS_W_PROMO,12 Mo. Sales,24 Mo. DELIVERY_FEE_PAID,24 Mo. DELIVERYPASS_USED,24 Mo. DISCOUNT_AMOUNT,24 Mo. Orders,24 Mo. Orders w. Promo,24 Mo. Sales, SUNDAY ORDERS 12 MO.,MONDAY ORDERS 12 MO.,TUESDAY ORDERS 12 MO.,WEDNESDAY ORDERS 12 MO.,THURSDAY ORDERS 12 MO.,FRIDAY ORDERS 12 MO.,SATURDAY ORDERS 12 MO.,AlcoholicBeverages,BabyBoutique,Bakery,Bread,Catering,Dairy,DeliandCheese,Floral,Freezer,Grocery,HealthandBeautyAids,HouseholdEssentials,Kitchen,MealKit,Meat,NonalcoholicBeverages,PetShop,Poultry,Produce,Seafood,Snacks
10285579472,3. Every Three Week Shoppers,1,27,150000,F,10075,NY-NJ,Manhattan,2012/2/11,31.95,26,30.22,31,7,2287,31.95,70,54.52,75,17,5719,18,4,1,0,0,1,7,9.68,0,0.79,0.94,0,15.75,0.42,0,5.31,10.25,0,0.74,22.61,4.28,1.17,17.86,0,0.7,5.73,0,3.77
1028695933,1. Weekly Shoppers,1,57,300000,F,10017,NY-NJ,Manhattan,2006/4/16,0.00,65,4.02,88,4,4212,0.00,20,0.01,20,9,1989,12,17,11,3,7,29,4,2.55,0,2.41,0.23,1.86,25.58,12.82,0,4.81,3.64,2.93,10.22,9.12,0,0.72,3.13,0,2.03,14.95,0,3.01
10287781125,3. Every Three Week Shoppers,0,66,150000,M,10021,NY-NJ,Manhattan,2012/2/11,72.89,0,0.03,19,3,622,138.78,0,0.04,22,4,1246,2,1,2,3,5,2,4,0,0,0,0,0,0,0,0,0,0,3.22,44.94,0,0,0,51.84,0,0,0,0,0
10289735790,3. Every Three Week Shoppers,0,#N/A,#N/A,#N/A,10570,NY-NJ,Westchester/CT,2012/2/12,118.83,0,0.01,19,1,2587,118.83,0,0.01,17,1,2587,12,1,0,0,0,0,6,1.56,0,1.86,0.67,0,19.67,4.93,0,6.11,6.7,0,0,0,2.64,7.87,0,0,9.64,24.23,11.13,3
10289779387,3. Every Three Week Shoppers,1,65,60000,F,11377,NY-NJ,Queens,2012/2/12,32.95,0,110.47,17,14,1932,38.94,17,172.03,41,25,4181,3,4,0,0,4,3,3,2.31,0,0.27,0.32,0,23.09,2.67,0,0.85,0.34,0,0,0,0,10.03,3.56,0,2.53,36.31,17.26,0.46
102899846,2. Bi-Weekly Shoppers,1,47,150000,M,11215,NY-NJ,Brooklyn,2004/4/12,182.73,0,90.32,36,14,6885,309.52,0,175.24,68,31,12699,2,1,0,0,0,16,17,3.29,1.69,0,0.21,0,19.82,1.77,0,7,11.27,1.09,14.38,0,0,0,11.65,0,2.32,12.17,0,13.32
102913974,2. Bi-Weekly Shoppers,1,49,75000,F,10025,NY-NJ,Manhattan,2004/4/12,0.00,36,0.04,37,3,3694,0.00,74,8.07,74,10,7613,24,8,2,0,0,0,2,3.15,0,0.96,2.17,0,20.25,4.78,0,6.33,21.64,3.5,12.04,4.9,0,0,6.83,0,1.44,5.25,0,6.76
10291530116,2. Bi-Weekly Shoppers,0,40,50000,F,11225,NY-NJ,Brooklyn,2012/2/13,5.99,24,0.61,26,4,3265,5.99,70,37.14,71,14,10800,10,2,1,1,1,2,8,0,0,0.71,0.78,0,12.74,3.34,2.01,9.87,9.85,1.9,7.63,2.11,0,4.53,7.62,3.17,4.53,23.38,1.14,4.69
10292029902,2. Bi-Weekly Shoppers,1,#N/A,#N/A,#N/A,11218,NY-NJ,Brooklyn,2012/2/12,0.00,44,64.96,46,10,4109,5.99,91,86.42,94,17,8272,6,4,0,2,12,15,7,0,0,0,1.34,0,14.79,1.89,0,8.36,5.77,0,0,9.49,0,2.65,3.47,0,3.58,40.02,7.12,1.51
102922693,1. Weekly Shoppers,1,38,150000,M,10028,NY-NJ,Manhattan,2004/4/14,0.00,52,14.22,54,7,7143,0.00,120,37.77,120,15,15749,9,29,5,6,1,1,1,4.27,0,0.19,5.79,0,14.12,9.37,0,5.76,13.45,0.28,5.61,5.43,0,2.96,2.37,0,3.14,13.96,7.93,5.37
10295855760,5. Infrequent Shoppers,0,34,150000,F,11217,NY-NJ,Brooklyn,2012/2/12,5.99,0,63.92,9,9,800,11.98,8,99.71,20,14,1915,3,1,1,0,0,2,2,0,0,0,3.17,0,7.2,0,0,11.67,14.76,2.79,23.81,0,0,0,26.18,0,0,5.54,0,4.87
10296089799,5. Infrequent Shoppers,0,43,100000,M,11249,NY-NJ,Brooklyn,2012/2/12,58.91,1,92.25,11,9,1256,35.94,7,10.00,13,16,2296,0,1,5,1,3,1,0,3.95,0,0,0.74,0,13.44,0,0,0.95,3.09,0,4.88,1.1,0,0,40.47,0,0,27.91,0,3.47
10299618646,4. Once a Month Shoppers,0,36,30000,F,10014,NY-NJ,Manhattan,2012/2/15,47.93,0,60.24,12,7,1080,47.93,0,60.24,10,16,1080,2,5,1,1,1,2,0,0,0,0,0,0,6.63,3.93,0,21.49,14.59,0,1.77,19.89,0,0,4.8,0,0,22.14,0,4.74
1029968321,2. Bi-Weekly Shoppers,1,37,-1,F,11211,NY-NJ,Brooklyn,2006/4/9,0.00,45,0.04,46,3,3368,5.99,93,5.10,94,13,7476,3,10,9,12,5,4,2,1.26,19.42,3.18,0,3.5,30.09,0,0,5.63,8.4,0,0.68,0,0,0.89,2.53,0,1.24,19.18,0,4
10299966462,1. Weekly Shoppers,1,31,150000,F,10065,NY-NJ,Manhattan,2012/12/20,0.00,55,30.44,65,10,7175,0.00,51,0.05,51,16,5409,1,10,11,12,11,9,3,1,0,0,5.65,0,30.28,3.95,0,4.79,5.26,0.14,1.31,0.46,0,0,7.51,0,0,33.21,0,6.43
10300987963,5. Infrequent Shoppers,1,#N/A,#N/A,#N/A,10013,NY-NJ,Manhattan,2012/2/13,12.98,3,17.37,7,3,848,72.88,3,23.40,18,8,2642,3,0,3,0,1,0,0,2.21,0,0,0,0,8.32,6.07,0,5.11,5.11,0,5.98,0,0,25.91,18.09,0,1.08,15.92,0,6.2
10301455152,5. Infrequent Shoppers,0,#N/A,#N/A,#N/A,10017,NY-NJ,Manhattan,2012/2/13,94.86,0,15.30,14,3,1732,172.73,0,59.96,30,8,3611,4,4,2,0,1,1,2,3.57,0,0.89,0,0,8.13,8.17,0,3.54,6.26,3.83,7.53,0,0,4.33,2.05,0,4.09,36.55,2.4,8.65
103021230,2. Bi-Weekly Shoppers,1,41,75000,M,11101,NY-NJ,Queens,2004/4/13,0.00,31,0.04,33,3,2271,0.00,52,0.08,52,6,3925,4,1,13,1,3,5,4,0,0,4.4,0,0,19.39,1.48,0,0.25,4.25,2.77,0,6.54,0,1.61,7.65,0,0,47.55,1.28,2.83
10302383481,5. Infrequent Shoppers,0,#N/A,#N/A,#N/A,10128,NY-NJ,Manhattan,2012/2/20,0.00,18,12.01,20,3,994,0.00,11,16.00,13,10,523,2,4,6,1,3,2,0,0,13.37,0,3.56,0,12.61,0,0,7.48,22.12,4.98,23.51,5.46,0,0,0,0,0,0.84,0,6.06
103024801,3. Every Three Week Shoppers,1,49,100000,M,10038,NY-NJ,Manhattan,2013/6/10,0.00,35,0.01,37,1,4969,0.00,87,3.82,87,4,13115,0,32,2,1,0,0,0,0,3.24,0,0,0,26,2.08,0,6.11,1.72,10.76,9.31,0,0,0,16.58,3.52,0,15.71,0,4.97
10303566837,1. Weekly Shoppers,1,41,100000,F,11231,NY-NJ,Brooklyn,2012/2/13,0.00,49,282.34,52,39,12354,0.00,101,522.30,102,77,24956,37,4,2,1,0,3,3,0,0.37,0.75,3.71,0,13.68,4.98,0,6.97,2.09,0.09,1.03,22.74,0,6.19,3.34,8.39,2.37,13.39,2.28,7.65
10303998162,3. Every Three Week Shoppers,1,46,250000,M,10065,NY-NJ,Manhattan,2012/2/13,43.93,0,78.58,18,13,1968,175.71,0,102.55,44,18,5551,5,1,3,4,1,1,3,0,0,1.26,3.22,0,20.81,14.45,0,2.21,11.79,0.26,0.62,2.49,0,15.28,2.37,0,6.56,12.69,0,5.98
103041811,2. Bi-Weekly Shoppers,0,46,150000,F,10023,NY-NJ,Manhattan,2004/4/13,88.86,0,0.03,14,2,956,304.50,0,6.05,50,7,3659,0,7,3,2,2,0,0,0,0,0,0,0,16.63,0,0,1.69,2.65,11.13,34.27,4.92,0,0,15.07,0,0,5.82,0,7.83
1030435382,4. Once a Month Shoppers,0,41,50000,M,10128,NY-NJ,Manhattan,2006/4/9,114.83,0,23.75,18,3,3177,210.67,0,23.80,34,8,5875,4,1,0,0,4,3,6,33.09,0.29,0.39,1.82,0,7,7.14,0,1.34,8.06,1.98,5.99,0.4,0,7.87,2.77,0,1.53,5.65,3.76,10.93
10304500227,4. Once a Month Shoppers,1,36,200000,F,11101,NY-NJ,Queens,2012/2/14,101.67,0,6.20,16,4,1958,179.54,0,6.24,29,8,3788,1,5,1,2,3,3,1,0,5.57,4.75,2.4,0,14.62,2.05,0,6.33,8.19,0,5.04,1.54,1.27,0,12.85,0,1.41,26.4,0.68,6.89
10305322277,4. Once a Month Shoppers,1,33,250000,M,10024,NY-NJ,Manhattan,2013/8/6,87.87,0,45.91,14,4,3229,171.73,0,45.94,28,7,6545,3,1,2,2,1,2,3,0.47,0,0.8,3.92,0,20.61,6.14,0,7.44,18.26,0.71,0.32,0,0,5.35,12.56,0,7.81,5.47,1.6,8.53
10305764281,5. Infrequent Shoppers,0,#N/A,#N/A,#N/A,11211,NY-NJ,Brooklyn,2012/2/15,6.99,0,12.98,3,2,796,24.96,0,30.98,9,6,2110,1,0,0,0,1,1,0,7.86,0,3.74,0,0,1.07,0,0,32.65,1.43,2.43,13.19,0,0,0,23.3,0,0,0,0,14.34
10306764484,3. Every Three Week Shoppers,1,39,-1,F,10024,NY-NJ,Manhattan,2012/2/15,0.00,18,0.01,19,1,2736,0.00,34,0.04,34,4,5222,1,2,5,4,0,3,3,0,0,0,2.13,0,27.53,0,0,2.6,10.94,0,13.29,0,1.4,0,36.2,0,0,4.32,0,1.59
10306982146,4. Once a Month Shoppers,0,#N/A,#N/A,#N/A,10024,NY-NJ,Manhattan,2012/2/14,12.98,0,95.93,9,8,744,18.97,0,95.93,10,8,800,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3.9,5.03,0,1.37,77.91,0,11.79,0,0,0
10307073983,2. Bi-Weekly Shoppers,0,2,-1,F,10023,NY-NJ,Manhattan,2015/3/25,0.00,17,15.03,20,5,1817,0.00,55,30.09,55,12,5992,2,4,1,3,3,3,2,0,14.38,0,1.44,0,17.89,0,0,0,18.23,4.62,26.69,0,0,0,12.66,0,0,0.1,0,3.99
10307133424,4. Once a Month Shoppers,0,42,300000,F,11211,NY-NJ,Brooklyn,2012/2/14,0.00,13,51.99,17,7,957,0.00,30,98.99,33,12,2200,0,1,5,1,1,3,4,23.92,0,0,0,0,0.91,12.88,0,3.54,5.18,0,0,1.73,0,9.55,0,0,0,42.3,0,0
1030713509,3. Every Three Week Shoppers,0,53,50000,M,10023,NY-NJ,Manhattan,2006/4/11,45.93,0,63.96,13,7,1725,99.84,0,101.93,28,17,3155,4,2,1,0,0,3,3,12.9,0,1.66,0.49,0,11.45,0,0,0,3.75,0,0.61,23.74,0,3.57,6.27,0,1.54,25.59,7.33,1.1
10307658219,5. Infrequent Shoppers,0,30,100000,M,10010,NY-NJ,Manhattan,2012/2/18,12.98,0,0.00,2,#N/A,308,60.90,0,16.97,12,#N/A,2104,0,1,0,1,0,0,0,6.22,0,0,2.53,0,7.97,3.73,1.35,10.12,13.58,0,6.15,3.18,0,0,0,0,0,26.66,13.77,4.72
10307723033,1. Weekly Shoppers,1,#N/A,#N/A,#N/A,11211,NY-NJ,Brooklyn,2012/2/16,202.69,0,6.17,31,4,7231,275.57,0,8.18,43,6,10213,3,3,2,5,7,8,3,1.59,6.57,1.97,3.59,0,19.88,3.68,0,2.99,11.73,1.52,7.09,9.98,0,5.04,2.73,0,1.46,18.93,1.2,0.05
1030872758,4. Once a Month Shoppers,0,#N/A,#N/A,#N/A,11374,NY-NJ,Queens,2006/4/9,6.99,8,10.00,11,3,949,42.93,8,21.98,17,5,1758,4,0,0,0,1,2,3,6.62,0,1.45,4.33,0,12.76,4.97,0,8.75,1.47,0,7.67,8.68,0,11.69,18.08,0,0,8.49,0,5.04
10310293,1. Weekly Shoppers,1,46,150000,F,11249,NY-NJ,Brooklyn,2002/11/25,48.93,53,10.74,60,5,11472,5.99,42,15.50,43,15,10412,9,14,8,9,2,9,9,0.18,0,4.42,2.25,1.84,13.97,1.87,0,7.05,5.96,0.39,13.25,18.86,0,0,11,0,0,10.9,0.21,7.87
10310625439,3. Every Three Week Shoppers,1,#N/A,#N/A,#N/A,11101,NY-NJ,Queens,2012/2/14,146.78,0,12.00,22,3,2812,314.50,0,43.03,50,10,6699,5,1,4,3,1,3,5,2.25,0,0.56,1.13,0,9.14,0.31,0,8.49,14.79,2.26,8.84,6.63,5.58,0,3.02,0,0,21.43,6.11,9.46
1031110921,5. Infrequent Shoppers,0,48,300000,F,10022,NY-NJ,Manhattan,2006/4/9,25.96,0,0.01,4,1,480,43.93,0,0.02,7,2,1168,1,0,0,0,1,1,1,0,0,1.99,4.07,0,7.32,3.28,0,5.27,6.9,0,24.72,0,0,0,6.39,1.16,4.22,28.02,0,6.65
1031164892,2. Bi-Weekly Shoppers,1,37,75000,F,10044,NY-NJ,Manhattan,2006/4/10,0.00,47,50.26,53,12,8494,77.87,70,67.28,83,17,15361,8,6,9,10,5,5,8,7.8,6.48,3.63,2.12,0,14.12,5.58,0,4.14,8.32,0.28,0.8,18.5,3.58,0,9.64,0.26,0,7.5,0,7.25
10314937801,4. Once a Month Shoppers,0,45,250000,M,10012,NY-NJ,Manhattan,2012/5/2,52.92,0,2.00,8,2,1977,106.83,0,2.03,17,5,3950,0,0,1,0,0,7,0,0,3.15,2.39,0.64,0,6.33,4.89,1.17,14.39,7.15,1.52,6.65,7.57,0,6.13,2.62,0,7.34,21.53,0,6.53
10315296043,3. Every Three Week Shoppers,1,#N/A,#N/A,#N/A,10031,NY-NJ,Manhattan,2012/4/6,119.82,0,58.10,19,3,3123,173.73,0,58.11,27,4,4535,2,5,5,2,2,2,1,0,0,1.18,4,0,18.77,3.76,0,7.83,11.75,1.23,3.22,1.31,0,6.77,12.13,0.33,0.63,12.88,1.65,12.56
10316077596,2. Bi-Weekly Shoppers,1,76,50000,M,10009,NY-NJ,Manhattan,2012/2/16,124.81,0,109.98,29,17,4466,214.66,0,127.99,47,23,6234,9,4,2,1,5,1,7,0,0.36,0,0.28,0,11.29,0.63,0,1.03,16.53,0.16,5.58,9.25,0,0,9.7,0,0,33.9,0,11.28
10316927127,1. Weekly Shoppers,1,41,60000,F,11225,NY-NJ,Brooklyn,2012/2/15,6.99,43,70.76,44,9,5624,71.88,0,47.95,19,23,2250,24,5,3,3,2,1,6,0,0,0.33,0.28,4.76,16.45,5.02,0,5.03,9.95,0,0,8.03,0,15.06,6.22,0.43,4.55,17.98,3.83,2.07
103184431,1. Weekly Shoppers,1,65,-1,M,10025,NY-NJ,Manhattan,2004/11/15,0.00,57,51.20,60,11,4786,0.00,120,73.52,121,18,10852,8,15,6,4,7,10,8,13.87,1,1.9,0.93,2.59,11.97,6.6,0.45,0.85,10.41,0.86,14.36,3.96,0,2.56,2.4,0,2.67,17.04,0,5.58
103189726,3. Every Three Week Shoppers,1,54,65000,F,10025,NY-NJ,Manhattan,2004/4/13,75.89,0,136.98,28,22,2098,93.86,0,142.98,32,24,2278,6,2,3,6,5,4,2,0,0,0,0,0,6.98,39.33,0,0,3.6,2.58,11.51,19.78,0,1.49,9.36,0,0,5.38,0,0
10319438228,2. Bi-Weekly Shoppers,1,63,50000,M,10016,NY-NJ,Manhattan,2012/2/15,0.00,33,95.27,35,19,2651,0.00,67,165.40,68,35,5482,11,2,3,5,2,5,5,0,0,0,1.96,0,21.21,0.9,0,0.86,0.37,0,0,0,0,0,0,0,0,25.81,48.89,0
10320185587,5. Infrequent Shoppers,0,38,75000,M,11215,NY-NJ,Brooklyn,2012/3/3,31.95,0,0.00,5,#N/A,357,91.85,0,4.03,16,#N/A,1183,2,1,0,0,1,1,0,0,0,0,0,0,8.93,0,0,14.49,0,0,0,0,0,0,58.63,0,0,17.95,0,0
10321952117,3. Every Three Week Shoppers,0,43,40000,M,10036,NY-NJ,Manhattan,2012/2/16,106.84,0,2.02,16,3,2031,202.68,0,2.03,32,4,3695,4,2,4,3,0,0,3,0,0,0,2.41,0,5.33,3.07,0,0.92,0,0.21,3.19,20.07,0,6.02,20.68,7.35,15.84,10.31,0,4.6
10322146167,1. Weekly Shoppers,1,26,150000,F,10006,NY-NJ,Manhattan,2012/2/16,0.00,1,0.00,43,11,178,0.00,1,0.00,1,27,178,11,8,2,1,2,11,7,0,0,0.14,0.93,0,15.83,8.28,0,2.32,9.57,0.14,0.38,0.14,0,16.74,2.05,0,8.79,27.29,6.02,1.39
10323141012,5. Infrequent Shoppers,0,#N/A,#N/A,#N/A,10017,NY-NJ,Manhattan,2012/3/14,27.96,0,6.99,9,3,923,45.93,0,24.53,8,8,1341,1,1,1,2,1,2,0,66.17,0,0,0,0,7.37,1.32,0,0,0,0,0,0,0,0,23.71,0,0,1.42,0,0
10323581906,3. Every Three Week Shoppers,1,26,300000,F,10004,NY-NJ,Manhattan,2012/2/21,0.00,0,5.99,29,15,97,0.00,0,5.99,1,30,97,12,9,3,3,0,2,0,0,0,0,2.04,0,18.05,9.71,0,5.81,10.31,0,0,1.32,0,1.65,1.33,0,7.99,32.2,2.79,6.79
1032392214,3. Every Three Week Shoppers,0,42,150000,M,7302,NY-NJ,New Jersey (Hudson),2006/4/10,69.90,0,2.02,12,2,967,69.90,0,2.02,10,5,967,0,2,3,2,1,1,3,0,0,0,3.5,0,3.64,0,0,24.6,25.68,0,7.73,0,0,4.7,6.37,0,4.86,16.81,0,2.1
1032452278,3. Every Three Week Shoppers,1,43,150000,F,11237,NY-NJ,Brooklyn,2006/4/25,78.88,0,0.00,12,#N/A,2155,211.66,0,10.01,35,#N/A,5533,1,2,2,2,2,3,0,55.16,0,0.52,0,7.85,10.32,1.35,0,4.39,3.55,0.64,0.15,0.31,0,3.44,0.25,0,1.61,10.17,0,0.27
10324608017,3. Every Three Week Shoppers,0,76,250000,F,10012,NY-NJ,Manhattan,2012/2/16,66.90,0,114.87,23,15,2746,90.86,0,169.00,35,24,4253,2,4,2,2,6,5,2,0,0,9.1,0,0,4.32,4.34,6.96,5.14,3.62,0.5,10.76,2.94,0,12.88,23.5,0,1.38,9.91,4.65,0
10325865320,3. Every Three Week Shoppers,0,34,-1,F,11211,NY-NJ,Brooklyn,2012/2/16,128.81,0,0.02,19,2,1907,206.68,0,0.04,32,4,3198,4,8,4,1,1,1,0,0,0,0,0,0,11.78,4.41,0,0,2.59,0.28,9.68,10.96,0,0,0.44,0,0,47.45,6.18,6.22
10326146,1. Weekly Shoppers,1,#N/A,#N/A,#N/A,10013,NY-NJ,Manhattan,2002/11/25,0.00,1,0.00,66,11,59,14.99,0,0.00,1,21,51,16,15,8,11,3,5,8,0,0,0,0,0,14.88,5.03,0,3.06,3.07,0,5.77,11.62,0,6.21,11.98,0,6.8,24.55,3.41,3.61
10327918906,5. Infrequent Shoppers,0,34,150000,F,10011,NY-NJ,Manhattan,2012/2/17,26.96,0,40.96,10,6,908,62.90,0,64.95,20,12,1794,9,0,1,0,0,0,0,0,4.23,0,0,0,10.52,0,0,0,1.48,2.67,7.42,0,0,0,55.68,0,0,0,0,18
1032935325,2. Bi-Weekly Shoppers,1,69,200000,F,10023,NY-NJ,Manhattan,2006/4/10,0.00,30,131.01,34,22,2967,0.00,77,147.98,79,34,7685,5,1,3,10,6,5,2,0,0,0,0,0,32.93,0.35,0,4.56,4.67,0.34,20.13,9.45,0,0,0,0,0,19.57,3.08,4.93
10331722872,2. Bi-Weekly Shoppers,1,42,-1,M,10003,NY-NJ,Manhattan,2012/2/17,172.74,0,7.05,26,6,4443,268.58,0,7.05,42,6,7382,2,5,7,0,4,5,3,0,11.03,0,0,0,0,0,0,0,0,2.51,44.19,0,0,0,41.86,0,0,0,0,0.42
103320355,5. Infrequent Shoppers,1,52,75000,M,10003,NY-NJ,Manhattan,2004/6/10,0.00,18,9.51,20,5,5386,0.00,33,54.30,33,10,9885,7,2,6,0,2,2,0,13.67,0,0.38,1.54,0,9.9,8.07,0.12,5.86,14.18,0.57,3,1.38,0,1.53,6.83,0,3.34,22.03,0.65,6.94
10332258706,1. Weekly Shoppers,1,42,100000,F,11217,NY-NJ,Brooklyn,2012/2/17,3.99,52,39.58,56,9,9984,15.97,90,54.45,95,15,16978,3,3,13,3,3,4,25,5.33,9.15,0.33,3.02,0.78,12.84,4.3,0,12.25,6.23,0.9,2.02,5.15,0,2.3,2.81,0,3.76,18.16,2.86,7.8
10332643217,2. Bi-Weekly Shoppers,1,42,-1,F,11201,NY-NJ,Brooklyn,2012/2/17,215.67,0,5.22,35,6,6738,443.29,0,5.28,72,11,13644,6,7,4,5,3,2,8,0,0.98,4.07,2.5,0,16.03,15.22,0,12.95,9.33,0.25,5.11,10.6,0,2.74,1.73,0,0.98,14.29,0,3.22
103334575,2. Bi-Weekly Shoppers,1,63,300000,F,10024,NY-NJ,Manhattan,2004/4/14,0.00,36,8.79,39,6,5237,0.00,69,8.83,70,10,10152,1,12,7,4,5,6,2,0,0,0,0,0,10.02,0,0,0,1.65,0,27.86,0,0,0,40.13,0,0,17.75,0,2.59
10334742,2. Bi-Weekly Shoppers,1,80,100000,M,10024,NY-NJ,Manhattan,2002/11/25,0.00,4,0.00,51,4,413,0.00,4,0.00,4,10,413,8,7,2,3,10,15,3,1.72,0,2.91,4.68,0,12.16,0.69,0,1.38,14.61,0.67,13.6,0.31,0,0,15.12,0,0,23.04,2.69,6.43
1033598573,5. Infrequent Shoppers,1,45,30000,F,10011,NY-NJ,Manhattan,2006/4/14,6.99,0,53.95,6,6,999,66.89,0,89.92,22,14,4094,2,1,1,2,0,0,0,8.44,0,0.52,1.59,0,12.98,11.9,0,6.87,5.9,3.86,5.78,4.09,0,0,12.08,0,2.84,18.18,2.63,2.35
10337151665,3. Every Three Week Shoppers,0,#N/A,#N/A,#N/A,10025,NY-NJ,Manhattan,2012/2/18,0.00,26,15.02,28,3,1309,0.00,49,17.07,49,9,2642,3,3,3,3,3,3,8,0,0,17.86,7.3,0,14.07,0.37,0,9.29,9.27,2.22,22.67,6.14,0,0,8.93,0.78,0,0.43,0,0.68
10337503191,3. Every Three Week Shoppers,1,#N/A,#N/A,#N/A,10007,NY-NJ,Manhattan,2012/2/18,0.00,31,10.02,35,2,4279,0.00,60,10.77,60,4,8671,7,7,7,3,4,2,1,2.99,0,0.26,0.69,0,7.07,3.28,8.03,2.86,10.51,0.95,1.8,1.5,0,0,26.32,0,2.49,24.8,2.62,3.81
10337722449,2. Bi-Weekly Shoppers,0,34,100000,M,11104,NY-NJ,Queens,2012/2/18,0.00,34,58.50,35,10,3365,0.00,67,122.71,69,22,6738,8,1,4,5,4,4,9,4.85,0,0,0,0,19.74,3.62,0,10.63,2.35,0,0,0,0,0.97,7.52,0,10.77,34.96,3.63,0.97
1033789590,2. Bi-Weekly Shoppers,1,34,250000,F,10002,NY-NJ,Manhattan,2006/4/10,0.00,73,49.58,76,11,14002,0.00,121,52.05,123,19,22144,11,19,8,10,9,11,7,0,0,0.36,1.35,0,12.78,7.58,0,4.34,9.59,0.08,2.14,14.53,15.37,4.32,0.03,0,0.59,18.21,3.41,5.32
10338545671,1. Weekly Shoppers,1,86,300000,F,10014,NY-NJ,Manhattan,2012/2/19,0.00,55,11.01,59,4,5940,0.00,112,11.92,114,7,10711,0,51,5,1,0,0,0,0,0.18,0.15,0.27,0,13.95,0,0,3.13,1.69,1.72,10.89,24.52,0,0,39.77,0,1.99,1.74,0,0
103386919,1. Weekly Shoppers,1,#N/A,#N/A,#N/A,10013,NY-NJ,Manhattan,2004/4/17,13.98,110,110.31,116,23,14520,13.98,219,155.20,224,38,26907,11,20,15,22,17,20,9,13.71,2.42,2.3,1.45,3.72,17.87,1.2,1.33,8.16,4.41,2.32,9.98,15.89,0,0,3.77,0,0.54,8.48,0,2.43
10338852858,3. Every Three Week Shoppers,1,37,100000,F,11222,NY-NJ,Brooklyn,2013/11/15,12.98,25,95.83,33,16,4106,30.95,27,136.79,43,23,5579,4,7,3,3,4,10,1,0,0.63,0.78,6.03,2.94,11.48,1.28,0,17.45,12.1,0,5.95,1.36,0,0,9.33,0,1.43,18.24,0,11
10339311929,2. Bi-Weekly Shoppers,1,45,-1,M,10007,NY-NJ,Manhattan,2012/2/19,237.66,13,35.06,48,10,6100,459.29,13,49.51,84,16,11331,4,6,5,8,7,10,7,0,0,0,0,0,20.76,19.02,0,0.44,2.19,3.5,12.66,4.44,0,0.96,0.55,0,0,19.11,0,16.36
103398798,2. Bi-Weekly Shoppers,1,47,175000,F,11215,NY-NJ,Brooklyn,2004/4/15,102.84,0,36.07,21,6,3896,187.70,0,149.39,48,23,8844,0,8,4,4,1,3,1,0.45,2.62,3.16,1.04,0,20.1,4.69,0,6.58,5.16,0.2,1.84,26.06,0,1.92,0,0,1.89,16.37,2.13,5.8
10340224210,5. Infrequent Shoppers,0,71,150000,F,11109,NY-NJ,Queens,2012/2/24,33.95,0,205.72,10,9,1574,39.94,0,230.72,11,10,1706,1,3,0,0,0,3,3,1.85,0.77,2.73,0.38,0,6.8,2.01,0,11.81,3.07,0,1.97,24.64,17.72,2.16,12.35,0,0,11.02,0,0.71
10340925366,2. Bi-Weekly Shoppers,1,60,-1,M,10032,NY-NJ,Manhattan,2012/2/19,19.97,3,114.35,26,19,2138,19.97,30,168.46,46,31,4743,5,1,1,4,3,9,2,13.48,0,5.44,2.96,0,6.63,6.02,0,6.12,8.28,0,2.47,5.95,0,7.49,1.42,0,1.7,17.82,13.67,0.54
10341329630,4. Once a Month Shoppers,1,28,-1,M,11222,NY-NJ,Brooklyn,2012/2/25,108.84,0,121.98,18,5,2562,47.92,0,5.99,9,8,1262,2,4,5,2,3,1,1,0,0,0,0,0,0.54,0,0,6.73,0.82,2.31,8.81,0,0,0,72.34,0,0,2.5,5.03,0.94
103414114,1. Weekly Shoppers,1,#N/A,#N/A,#N/A,10024,NY-NJ,Manhattan,2004/4/14,0.00,57,28.65,57,13,4621,0.00,117,46.65,117,19,8817,1,11,8,3,27,3,4,0,0.32,0.44,0.28,0,12.1,14.15,0,1.08,7.46,0.28,10.42,4.88,0,14.47,9.9,0,1.29,16.16,2.96,3.8
10343532855,4. Once a Month Shoppers,0,44,65000,F,11106,NY-NJ,Queens,2012/2/19,12.98,0,34.18,7,6,693,60.90,6,68.17,25,15,2496,2,1,1,1,0,0,2,9.68,0,0,8.18,0,10.46,13.47,0,6.33,4.45,0,0,0,0,0,1.42,0,8.87,29.06,4.27,3.81
10344158847,5. Infrequent Shoppers,0,#N/A,#N/A,#N/A,10017,NY-NJ,Manhattan,2012/2/19,18.97,0,0.00,3,#N/A,127,18.97,0,0.00,3,#N/A,127,1,2,0,0,0,0,0,17.63,0,11.75,0,0,0,5.87,7.84,0,0,0,0,56.91,0,0,0,0,0,0,0,0
